MONTH,DAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_TIME,ARRIVAL_DELAY,IS_DELAYED,MONTH_SCALED,DAY_SCALED,DAY_OF_WEEK_SCALED,SCHEDULED_DEPARTURE_SCALED,DEPARTURE_DELAY_SCALED,DISTANCE_SCALED,SCHEDULED_TIME_SCALED
1,1,4,535,-5.0,346,88,-18.0,0,0.0,-1.2807,-1.2807,-1.5529,-0.5045,-0.8282,-0.7539
1,1,4,535,15.0,235,85,-3.0,0,0.0,-1.2807,-1.2807,-1.5529,-0.0132,-1.0078,-0.7927
1,1,4,535,-5.0,209,75,0.0,0,0.0,-1.2807,-1.2807,-1.5529,-0.5045,-1.0498,-0.9222
1,1,4,538,56.0,909,142,78.0,1,0.0,-1.2807,-1.2807,-1.5468,0.994,0.0825,-0.0548
1,1,4,538,-3.0,1242,212,-16.0,0,0.0,-1.2807,-1.2807,-1.5468,-0.4553,0.6211,0.8515
1,1,4,540,-4.0,369,101,-21.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.4799,-0.791,-0.5856
1,1,4,540,-11.0,867,136,-33.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.6518,0.0145,-0.1324
1,1,4,540,148.0,1671,223,128.0,1,0.0,-1.2807,-1.2807,-1.5427,3.2539,1.3151,0.9939
1,1,4,540,6.0,692,122,-15.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.2342,-0.2685,-0.3137
1,1,4,540,-3.0,632,143,-21.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.4553,-0.3656,-0.0418
1,1,4,540,16.0,534,105,14.0,0,0.0,-1.2807,-1.2807,-1.5427,0.0114,-0.5241,-0.5338
1,1,4,540,-9.0,820,137,-14.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.6027,-0.0615,-0.1195
1,1,4,540,-2.0,964,161,25.0,1,0.0,-1.2807,-1.2807,-1.5427,-0.4308,0.1714,0.1912
1,1,4,540,-3.0,1195,193,-16.0,0,0.0,-1.2807,-1.2807,-1.5427,-0.4553,0.5451,0.6055
1,1,4,541,-2.0,458,104,7.0,0,0.0,-1.2807,-1.2807,-1.5406,-0.4308,-0.647,-0.5467
1,1,4,544,-10.0,826,145,-11.0,0,0.0,-1.2807,-1.2807,-1.5345,-0.6273,-0.0518,-0.0159
1,1,4,545,-2.0,237,74,-21.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.4308,-1.0045,-0.9352
1,1,4,545,-3.0,836,139,-6.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.4553,-0.0356,-0.0936
1,1,4,545,-4.0,1874,251,11.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.4799,1.6434,1.3565
1,1,4,545,5.0,1208,209,-7.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.2588,0.5661,0.8127
1,1,4,545,-6.0,247,65,-12.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.529,-0.9884,-1.0517
1,1,4,545,55.0,1089,185,69.0,1,0.0,-1.2807,-1.2807,-1.5325,0.9694,0.3736,0.502
1,1,4,545,6.0,1197,205,-9.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.2342,0.5483,0.7609
1,1,4,545,-2.0,187,77,-13.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.4308,-1.0854,-0.8963
1,1,4,545,0.0,1576,221,-19.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.3816,1.1614,0.968
1,1,4,545,18.0,731,124,-2.0,0,0.0,-1.2807,-1.2807,-1.5325,0.0605,-0.2054,-0.2878
1,1,4,545,-5.0,628,116,1.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.5045,-0.3721,-0.3914
1,1,4,545,36.0,896,161,17.0,1,0.0,-1.2807,-1.2807,-1.5325,0.5027,0.0615,0.1912
1,1,4,545,-7.0,680,129,-8.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.5536,-0.2879,-0.2231
1,1,4,545,73.0,862,150,56.0,1,0.0,-1.2807,-1.2807,-1.5325,1.4116,0.0065,0.0488
1,1,4,545,-3.0,916,154,10.0,0,0.0,-1.2807,-1.2807,-1.5325,-0.4553,0.0938,0.1006
1,1,4,548,-8.0,163,42,-6.0,0,0.0,-1.2807,-1.2807,-1.5264,-0.5782,-1.1242,-1.3495
1,1,4,549,-9.0,395,96,-6.0,0,0.0,-1.2807,-1.2807,-1.5244,-0.6027,-0.749,-0.6503
1,1,4,550,-3.0,2434,314,-35.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4553,2.5493,2.1721
1,1,4,550,-5.0,1488,240,4.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.5045,1.0191,1.214
1,1,4,550,0.0,862,145,-9.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.3816,0.0065,-0.0159
1,1,4,550,39.0,1091,194,43.0,1,0.0,-1.2807,-1.2807,-1.5223,0.5764,0.3769,0.6185
1,1,4,550,2.0,200,88,-19.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.3325,-1.0644,-0.7539
1,1,4,550,0.0,602,119,-10.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.3816,-0.4141,-0.3525
1,1,4,550,-6.0,1044,178,-5.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.529,0.3009,0.4113
1,1,4,550,-2.0,190,60,-1.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4308,-1.0806,-1.1164
1,1,4,550,10.0,1235,180,2.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.136,0.6098,0.4372
1,1,4,550,0.0,153,59,0.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.3816,-1.1404,-1.1294
1,1,4,550,-2.0,937,149,-7.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4308,0.1278,0.0359
1,1,4,550,-2.0,643,135,1.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4308,-0.3478,-0.1454
1,1,4,550,-7.0,326,88,-19.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.5536,-0.8606,-0.7539
1,1,4,550,-2.0,1157,205,13.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4308,0.4836,0.7609
1,1,4,550,6.0,845,150,20.0,1,0.0,-1.2807,-1.2807,-1.5223,-0.2342,-0.021,0.0488
1,1,4,550,7.0,1482,249,-19.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.2097,1.0094,1.3306
1,1,4,550,15.0,781,140,21.0,1,0.0,-1.2807,-1.2807,-1.5223,-0.0132,-0.1246,-0.0807
1,1,4,550,-1.0,898,143,6.0,0,0.0,-1.2807,-1.2807,-1.5223,-0.4062,0.0647,-0.0418
1,1,4,553,-2.0,1173,166,9.0,0,0.0,-1.2807,-1.2807,-1.5162,-0.4308,0.5095,0.256
1,1,4,554,0.0,694,131,-17.0,0,0.0,-1.2807,-1.2807,-1.5142,-0.3816,-0.2653,-0.1972
1,1,4,555,-2.0,967,150,-2.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.4308,0.1763,0.0488
1,1,4,555,2.0,2218,341,4.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.3325,2.1999,2.5217
1,1,4,555,-6.0,997,156,-13.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.529,0.2248,0.1265
1,1,4,555,0.0,1660,235,16.0,1,0.0,-1.2807,-1.2807,-1.5121,-0.3816,1.2973,1.1493
1,1,4,555,-4.0,1562,275,-10.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.4799,1.1388,1.6672
1,1,4,555,-5.0,209,83,-13.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.5045,-1.0498,-0.8186
1,1,4,555,-5.0,264,85,-17.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.5045,-0.9609,-0.7927
1,1,4,555,-9.0,102,50,-9.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.6027,-1.2229,-1.2459
1,1,4,555,-1.0,403,94,-12.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.4062,-0.736,-0.6762
1,1,4,555,0.0,179,69,6.0,0,0.0,-1.2807,-1.2807,-1.5121,-0.3816,-1.0984,-0.9999
1,1,4,555,213.0,282,80,226.0,1,0.0,-1.2807,-1.2807,-1.5121,4.8506,-0.9317,-0.8575
1,1,4,556,-18.0,445,94,-22.0,0,0.0,-1.2807,-1.2807,-1.5101,-0.8238,-0.6681,-0.6762
1,1,4,556,-9.0,733,124,27.0,1,0.0,-1.2807,-1.2807,-1.5101,-0.6027,-0.2022,-0.2878
1,1,4,557,-2.0,1379,192,-16.0,0,0.0,-1.2807,-1.2807,-1.5081,-0.4308,0.8427,0.5926
1,1,4,559,-7.0,1085,183,-13.0,0,0.0,-1.2807,-1.2807,-1.504,-0.5536,0.3672,0.4761
1,1,4,559,119.0,819,141,116.0,1,0.0,-1.2807,-1.2807,-1.504,2.5416,-0.0631,-0.0677
1,1,4,600,-4.0,680,139,-23.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4799,-0.2879,-0.0936
1,1,4,600,-5.0,956,170,-3.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,0.1585,0.3078
1,1,4,600,111.0,1009,148,123.0,1,0.0,-1.2807,-1.2807,-1.4206,2.345,0.2442,0.0229
1,1,4,600,0.0,861,156,-1.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3816,0.0048,0.1265
1,1,4,600,3.0,937,173,-18.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3079,0.1278,0.3466
1,1,4,600,12.0,416,97,-6.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.0869,-0.715,-0.6374
1,1,4,600,-9.0,647,110,12.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.6027,-0.3413,-0.4691
1,1,4,600,-2.0,646,115,8.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4308,-0.3429,-0.4043
1,1,4,600,-5.0,683,139,-14.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,-0.2831,-0.0936
1,1,4,600,-3.0,804,130,14.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,-0.0874,-0.2101
1,1,4,600,22.0,1117,195,24.0,1,0.0,-1.2807,-1.2807,-1.4206,0.1588,0.4189,0.6314
1,1,4,600,-8.0,862,142,-4.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5782,0.0065,-0.0548
1,1,4,600,-4.0,369,105,-26.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4799,-0.791,-0.5338
1,1,4,600,2.0,2106,270,-25.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3325,2.0187,1.6025
1,1,4,600,7.0,759,120,22.0,1,0.0,-1.2807,-1.2807,-1.4206,-0.2097,-0.1602,-0.3396
1,1,4,600,1.0,507,95,-6.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3571,-0.5678,-0.6633
1,1,4,600,-1.0,994,170,-26.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4062,0.22,0.3078
1,1,4,600,6.0,327,100,-13.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2342,-0.8589,-0.5985
1,1,4,600,-6.0,2139,280,-16.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.529,2.0721,1.7319
1,1,4,600,-3.0,1846,257,-4.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,1.5982,1.4341
1,1,4,600,-5.0,937,154,-18.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,0.1278,0.1006
1,1,4,600,13.0,1825,244,11.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.0623,1.5642,1.2658
1,1,4,600,-3.0,867,173,-11.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,0.0145,0.3466
1,1,4,600,5.0,337,88,-11.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2588,-0.8428,-0.7539
1,1,4,600,16.0,1211,207,-3.0,0,0.0,-1.2807,-1.2807,-1.4206,0.0114,0.571,0.7868
1,1,4,600,3.0,2611,404,-5.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3079,2.8356,3.3373
1,1,4,600,6.0,2402,311,-14.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2342,2.4975,2.1333
1,1,4,600,7.0,1744,250,-16.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2097,1.4332,1.3435
1,1,4,600,-7.0,1009,170,-4.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5536,0.2442,0.3078
1,1,4,600,-3.0,1849,281,10.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,1.603,1.7449
1,1,4,600,-3.0,651,114,3.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,-0.3349,-0.4173
1,1,4,600,6.0,985,145,3.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2342,0.2054,-0.0159
1,1,4,600,4.0,1013,164,14.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2834,0.2507,0.2301
1,1,4,600,1.0,989,170,12.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3571,0.2119,0.3078
1,1,4,600,-1.0,1121,194,-1.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4062,0.4254,0.6185
1,1,4,600,43.0,946,163,31.0,1,0.0,-1.2807,-1.2807,-1.4206,0.6746,0.1423,0.2171
1,1,4,600,-6.0,1389,190,-5.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.529,0.8589,0.5667
1,1,4,600,1.0,888,155,-27.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.3571,0.0485,0.1135
1,1,4,600,6.0,460,105,3.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.2342,-0.6438,-0.5338
1,1,4,600,-4.0,237,75,-11.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4799,-1.0045,-0.9222
1,1,4,600,68.0,1096,192,50.0,1,0.0,-1.2807,-1.2807,-1.4206,1.2888,0.385,0.5926
1,1,4,600,-5.0,304,80,-10.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,-0.8962,-0.8575
1,1,4,600,-2.0,1096,175,-9.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4308,0.385,0.3725
1,1,4,600,-3.0,1055,160,7.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,0.3186,0.1783
1,1,4,600,-4.0,1616,225,-3.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4799,1.2261,1.0198
1,1,4,600,-6.0,929,170,-20.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.529,0.1148,0.3078
1,1,4,600,11.0,1431,210,31.0,1,0.0,-1.2807,-1.2807,-1.4206,-0.1114,0.9269,0.8256
1,1,4,600,-5.0,675,109,-13.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,-0.296,-0.482
1,1,4,600,-3.0,1744,245,-26.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,1.4332,1.2788
1,1,4,600,-6.0,583,120,5.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.529,-0.4448,-0.3396
1,1,4,600,10.0,175,65,30.0,1,0.0,-1.2807,-1.2807,-1.4206,-0.136,-1.1048,-1.0517
1,1,4,600,-3.0,1448,234,-13.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.4553,0.9544,1.1364
1,1,4,600,-16.0,261,73,-9.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.7747,-0.9657,-0.9481
1,1,4,600,-10.0,697,123,-9.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.6273,-0.2604,-0.3008
1,1,4,600,-5.0,671,119,-16.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,-0.3025,-0.3525
1,1,4,600,-5.0,569,102,-13.0,0,0.0,-1.2807,-1.2807,-1.4206,-0.5045,-0.4675,-0.5726
